x,y,color
230,12,#e3e2e5
231,12,#e5e5e7
232,12,#f5f5f5
233,12,#f1f1f1
234,12,#fefefe
235,12,#fafaf9
236,12,#ffffff
237,12,#ffffff
238,12,#ffffff
239,12,#ffffff
240,12,#fcfcfb
241,12,#f6f6f6
242,12,#fffffd
243,12,#fdfdfb
244,12,#fefefc
245,12,#f8f8f6
246,12,#fefefc
247,12,#fefefe
248,12,#fbfbfb
249,12,#ffffff
250,12,#fefefd
251,12,#fefefd
252,12,#ffffff
253,12,#fefefe
254,12,#efefef
255,12,#f4f3f8
256,12,#fcfdf8
257,12,#f5f6f8
258,12,#fdfefd
259,12,#fbfcfd
260,12,#fefefd
261,12,#888791
148,13,#6b697d
149,13,#9693a6
150,13,#d3d4da
151,13,#dfdee0
152,13,#f5f5f6
153,13,#fdfcfd
154,13,#e9e9eb
155,13,#e7e7e9
156,13,#bcbcbd
157,13,#bcbcbf
158,13,#c7c7c9
159,13,#cececf
160,13,#dadbd5
161,13,#d9d9d8
162,13,#c9c9cb
163,13,#edecf0
164,13,#f2f1f3
165,13,#cfcfcf
166,13,#aaaaaa
167,13,#f3f3f1
168,13,#e0e0de
169,13,#e6e6e4
170,13,#d2d2d4
171,13,#e3e3e3
172,13,#e1e1e1
173,13,#e3e3e3
174,13,#eeeeee
175,13,#d9d9d9
176,13,#f1f1f1
177,13,#cacbc2
178,13,#dfe1d9
179,13,#eaeae7
180,13,#ccccce
181,13,#c4c3c8
182,13,#838288
183,13,#a3a2a9
184,13,#bebdc2
185,13,#e6e6e1
186,13,#f6f6f2
187,13,#e5e5e4
188,13,#e9e9e8
189,13,#e7e8e3
190,13,#e8e8ef
191,13,#dfe1df
192,13,#dfe0e2
193,13,#b5b5bd
194,13,#727182
196,13,#050417
197,13,#68676e
198,13,#474551
199,13,#8e8c97
200,13,#f3f3f7
201,13,#fafbfd
202,13,#fefefe
203,13,#fffffe
204,13,#fffffb
205,13,#fffffe
206,13,#fffffe
207,13,#fefffc
208,13,#1a192d
209,13,#d6d6de
210,13,#abaaad
211,13,#a7a6ab
212,13,#90939a
213,13,#8c8c99
214,13,#808083
215,13,#38383a
216,13,#fdfefa
217,13,#fdfeff
218,13,#fefffc
219,13,#f4f5f6
220,13,#e4e3e7
221,13,#6a6876
222,13,#0c0b1a
223,13,#2d2d38
224,13,#fcfdfc
225,13,#fefeff
226,13,#fefeff
227,13,#fefefe
228,13,#ffffff
229,13,#fefefe
230,13,#fcfcfd
231,13,#ffffff
232,13,#ffffff
233,13,#ffffff
234,13,#fdfdfd
235,13,#fafafa
236,13,#fbfbfb
237,13,#fbfbfb
238,13,#f9f9f9
239,13,#fbfbfb
240,13,#fbfbfc
241,13,#d2d1d6
242,13,#e6e5e9
243,13,#807f83
244,13,#35343a
245,13,#201f27
246,13,#6a6a71
247,13,#7f7e82
248,13,#d0cfd3
249,13,#fdfcfe
250,13,#fffffc
251,13,#f5f6f2
252,13,#fdfdfb
253,13,#fcfdfb
254,13,#fdfdfc
255,13,#fbfaff
257,13,#0c0c1a
258,13,#e3e4e4
259,13,#fdfefd
260,13,#fdfdf9
261,13,#f8f8fe
264,13,#5c5b6c
265,13,#cbcdd8
271,13,#7f818d
272,13,#80808a
273,13,#80808a
274,13,#82818c
275,13,#313043
276,13,#020016
397,13,#404152
142,14,#7f7d8f
143,14,#9492a0
144,14,#595869
145,14,#040217
148,14,#5d5f6a
149,14,#383842
150,14,#e0dfe8
151,14,#d2d2d6
152,14,#f6f5f8
153,14,#e1e1e1
154,14,#eae9f0
155,14,#e0dfe3
156,14,#bbb9c0
157,14,#7f7f7f
158,14,#e0e0e0
159,14,#ebebed
160,14,#f5f4f7
161,14,#e9e9eb
162,14,#c9c9c8
163,14,#aaaaa9
164,14,#a8a8a7
165,14,#cbcbcb
166,14,#cacaca
167,14,#e9e8ec
168,14,#e5e4e9
169,14,#7d7c81
170,14,#727277
171,14,#ededee
172,14,#dcdcdc
173,14,#cbcbcb
174,14,#f6f6f6
175,14,#e1e1e1
176,14,#e5e5e5
177,14,#dfdfde
178,14,#fbfbfa
179,14,#ededee
180,14,#dcdcdc
181,14,#e2e2e3
182,14,#d7d6d9
183,14,#d8d8db
184,14,#bebec1
185,14,#807e8a
186,14,#767382
187,14,#908f92
188,14,#f2f2f2
189,14,#edecf3
190,14,#cbcdd4
191,14,#5f6074
196,14,#b8b7c8
197,14,#fefefe
198,14,#eaeaeb
199,14,#fdfdf9
200,14,#ffffff
201,14,#fdfcfe
202,14,#ebeaed
203,14,#e6e6e6
204,14,#fcfcfd
205,14,#fcfcfe
206,14,#fcfcfd
207,14,#fefefd
208,14,#fefefa
209,14,#fefefa
210,14,#f6f8f7
211,14,#f5f7f6
212,14,#ffffff
213,14,#fbfbf9
214,14,#ffffff
215,14,#fefeff
216,14,#fdfdfd
217,14,#fffffe
218,14,#fefdff
219,14,#f6f6f7
220,14,#fffffd
221,14,#fefefe
222,14,#fdfdff
223,14,#fefefe
224,14,#fcfcfc
225,14,#ffffff
226,14,#ffffff
227,14,#ffffff
228,14,#ffffff
229,14,#ffffff
230,14,#ffffff
231,14,#ffffff
232,14,#ffffff
233,14,#ffffff
234,14,#ffffff
235,14,#ffffff
236,14,#ffffff
237,14,#fefefe
238,14,#fefefe
239,14,#fdfdfd
240,14,#fbfbf9
241,14,#fcfcfc
242,14,#fcfcfd
243,14,#fcfcfd
244,14,#fdfdfe
245,14,#fdfdfb
246,14,#fffffd
247,14,#f2f2f0
248,14,#fefefd
249,14,#fffffe
250,14,#ffffff
251,14,#ffffff
252,14,#efeff2
253,14,#fdfdff
254,14,#fefeff
255,14,#f5f4fb
256,14,#cac9ce
257,14,#efeef2
258,14,#fdfcff
259,14,#f1f0f4
260,14,#eceaf3
261,14,#191925
262,14,#53555b
263,14,#e6e7e9
264,14,#fcfcf9
265,14,#fffdff
266,14,#fdfdff
267,14,#f9fbfa
268,14,#fbfcfe
269,14,#f8f9f9
270,14,#fffffd
271,14,#fffffe
272,14,#fffffc
273,14,#fffffe
274,14,#fffeff
275,14,#fdfcfe
276,14,#fdfbff
277,14,#16162a
392,14,#424455
393,14,#c7c8d5
394,14,#a8a9b5
395,14,#63626f
396,14,#737280
397,14,#cfcfdc
450,14,#0a0a1e
140,15,#7b7d84
141,15,#c4c2cd
142,15,#c8cbca
143,15,#dbdddc
144,15,#dfdfdf
145,15,#e1e3e2
146,15,#eceeef
147,15,#212235
151,15,#828486
152,15,#ececef
153,15,#f1f0eb
154,15,#88868e
155,15,#808183
156,15,#ebeef2
157,15,#cac8c4
158,15,#eeecea
159,15,#d3cdd8
160,15,#b5b6b9
161,15,#94939b
162,15,#717078
163,15,#fdfefc
164,15,#fcfdff
165,15,#9d9ba5
166,15,#22212d
167,15,#434252
168,15,#7b7a7e
169,15,#99989e
170,15,#b4b5b9
171,15,#b0b1b2
172,15,#cbcbca
173,15,#e2e2e1
174,15,#fdfdfd
175,15,#fffbff
176,15,#f7f0f5
177,15,#e7e7e1
178,15,#cdcecb
179,15,#e4e4e0
180,15,#d5d5d4
181,15,#f3f3ee
182,15,#e5e6e2
183,15,#d4d4d5
184,15,#d1d1d4
185,15,#9b9ca4
190,15,#8d8d98
191,15,#fdfdff
192,15,#f9f9f9
193,15,#f9f9f9
194,15,#ffffff
195,15,#fcfcfd
196,15,#f8f8fa
197,15,#fcfcfc
198,15,#fefefe
199,15,#ffffff
200,15,#ffffff
201,15,#ffffff
202,15,#ffffff
203,15,#ffffff
204,15,#ffffff
205,15,#fdfdfd
206,15,#fefefe
207,15,#ffffff
208,15,#ffffff
209,15,#ffffff
210,15,#ffffff
211,15,#ffffff
212,15,#ffffff
213,15,#ffffff
214,15,#ffffff
215,15,#ffffff
216,15,#ffffff
217,15,#ffffff
218,15,#ffffff
219,15,#ffffff
220,15,#ffffff
221,15,#ffffff
222,15,#ffffff
223,15,#ffffff
224,15,#ffffff
225,15,#ffffff
226,15,#ffffff
227,15,#ffffff
228,15,#ffffff
229,15,#ffffff
230,15,#ffffff
231,15,#ffffff
232,15,#fefefe
233,15,#fcfcfc
234,15,#fcfcfc
235,15,#fafafa
236,15,#fcfcfc
237,15,#fbfbfb
238,15,#fbfbfb
239,15,#fdfdfd
240,15,#fafafa
241,15,#fdfdfd
242,15,#fefefe
243,15,#fefefe
244,15,#fdfdfd
245,15,#fbfbfb
246,15,#fefefe
247,15,#ffffff
248,15,#ffffff
249,15,#ffffff
250,15,#ffffff
251,15,#fefefe
252,15,#fdfdfd
253,15,#fafafa
254,15,#f9f9f9
255,15,#f1f1f1
256,15,#dfdfdf
257,15,#ececeb
258,15,#e0dfe3
259,15,#bfbec6
260,15,#f2f3f2
261,15,#fefff9
262,15,#fefffd
263,15,#fcfcfe
264,15,#fcfdfe
265,15,#edeef0
266,15,#f6f7fa
267,15,#fcfbff
268,15,#fbfbfc
269,15,#76767b
270,15,#959597
271,15,#fafaf9
272,15,#80808b
273,15,#100f23
375,15,#090a1a
376,15,#020213
377,15,#74767f
378,15,#c0c2cc
379,15,#9697a3
381,15,#b1afc1
382,15,#f9f9fd
383,15,#9696a0
384,15,#82818b
390,15,#9e9ea5
391,15,#c1bfcf
392,15,#838290
393,15,#d9d9dd
394,15,#cecfd0
395,15,#8e8d98
396,15,#c5c4cc
398,15,#4e4c5f
399,15,#a7a6aa
400,15,#7f7f80
401,15,#b6b5ba
402,15,#f9fbff
404,15,#fafdff
405,15,#fefdff
406,15,#f5f3fa
407,15,#6f727d
432,15,#2d2f42
454,15,#acafb0
455,15,#fffdff
456,15,#fcfdfe
457,15,#feffff
458,15,#fefeff
459,15,#fcfdff
460,15,#f9f9f5
461,15,#eeedf3
462,15,#737184
138,16,#42444f
139,16,#868487
140,16,#eeecf1
141,16,#cfcbd0
142,16,#e8e8e4
143,16,#e2e2e0
144,16,#e8eae9
145,16,#e9e9eb
146,16,#f9f9f7
147,16,#e8e6ee
148,16,#ebe9f0
149,16,#f7f8f9
150,16,#9f9e9a
151,16,#0b061f
152,16,#dedee1
156,16,#f7f4ed
157,16,#c2c0ca
158,16,#bbb8c2
159,16,#919099
160,16,#06051a
161,16,#bbb9b9
162,16,#f8fdff
163,16,#e6eeef
164,16,#dedadf
165,16,#f2f3f0
166,16,#fdfdfe
167,16,#fffeff
168,16,#fafaf8
169,16,#fdfdfd
170,16,#ebebeb
171,16,#efefef
172,16,#eff0f0
173,16,#d7d8da
174,16,#c0c1c6
175,16,#dfddd9
176,16,#e2e0db
177,16,#e2e3df
178,16,#bebeba
179,16,#d1d0d9
180,16,#c3c3c1
181,16,#a7a7ab
187,16,#fdfeff
188,16,#fcfcff
189,16,#feffff
190,16,#fdfdff
191,16,#fdfcfe
192,16,#f4f4f5
193,16,#fdfdfd
194,16,#fafafa
195,16,#fdfdff
196,16,#fdfdfe
197,16,#fefeff
198,16,#f6f6f8
199,16,#88888a
200,16,#f4f4f4
201,16,#ffffff
202,16,#ffffff
203,16,#ffffff
204,16,#ffffff
205,16,#ffffff
206,16,#ffffff
207,16,#ffffff
208,16,#ffffff
209,16,#ffffff
210,16,#ffffff
211,16,#ffffff
212,16,#ffffff
213,16,#ffffff
214,16,#ffffff
215,16,#ffffff
216,16,#ffffff
217,16,#fefefe
218,16,#fdfdfd
219,16,#ffffff
220,16,#fefefe
221,16,#ffffff
222,16,#ffffff
223,16,#ffffff
224,16,#ffffff
225,16,#ffffff
226,16,#ffffff
227,16,#ffffff
228,16,#ffffff
229,16,#ffffff
230,16,#ffffff
231,16,#ffffff
232,16,#fefefe
233,16,#fefefe
234,16,#fefefe
235,16,#ffffff
236,16,#ffffff
237,16,#fdfdfd
238,16,#fefefe
239,16,#ffffff
240,16,#fbfbfb
241,16,#fbfbfb
242,16,#fdfdfd
243,16,#fcfcfc
244,16,#fcfcfc
245,16,#fbfbfb
246,16,#fbfbfb
247,16,#fcfcfc
248,16,#fefefe
249,16,#fdfdfd
250,16,#fdfdfd
251,16,#fcfcfc
252,16,#fcfcfc
253,16,#fefefe
254,16,#fefefe
255,16,#fdfdfd
256,16,#fbfbfb
257,16,#fefeff
258,16,#fcfbff
259,16,#fefeff
260,16,#fdfcfe
261,16,#f1eeef
262,16,#fefdfa
263,16,#fefcfa
264,16,#f9f7f6
265,16,#dbdad7
266,16,#c5c4ca
267,16,#6f7173
268,16,#68696c
269,16,#707072
270,16,#71727f
331,16,#d2cfda
332,16,#fbfcf9
333,16,#eaeaec
334,16,#7f7e86
335,16,#afb3bf
336,16,#090a1c
337,16,#b3b4b4
338,16,#252535
339,16,#c7c8d0
340,16,#f6f7fc
341,16,#9594a0
342,16,#5e5d6c
343,16,#545366
377,16,#b6b5bd
378,16,#797888
379,16,#fcfdff
380,16,#bdbecb
381,16,#09071b
382,16,#858691
387,16,#d0d0d6
388,16,#adacb7
389,16,#777589
392,16,#797983
393,16,#fcfdfd
394,16,#7c7d81
395,16,#fcfeff
396,16,#9d9eb2
397,16,#080d21
398,16,#030519
452,16,#53575f
453,16,#dee4e6
454,16,#f9fdfe
455,16,#fbfbff
456,16,#f7f9f8
457,16,#d2ced9
458,16,#87868f
459,16,#848284
460,16,#7a7b7d
461,16,#555565
126,17,#585860
140,17,#8a9199
141,17,#9b9b95
142,17,#34382e
143,17,#5b614c
144,17,#475246
145,17,#1a2f25
146,17,#727562
147,17,#6a6c5e
148,17,#444834
149,17,#dcddd1
150,17,#d2cfd1
151,17,#c0c6bd
152,17,#77684a
153,17,#615d39
154,17,#837d60
155,17,#9a8f6f
156,17,#988e62
157,17,#7a7350
158,17,#22292c
159,17,#766b47
160,17,#88825b
161,17,#4f4b25
162,17,#4b3b24
163,17,#90835b
164,17,#534a29
165,17,#807b5e
166,17,#f5f4e7
167,17,#dee3df
168,17,#d5dcda
169,17,#bbc2c0
170,17,#8a958f
171,17,#323d2b
172,17,#536040
173,17,#3c4736
174,17,#6b695e
175,17,#434345
176,17,#32353c
190,17,#04071a
191,17,#c9d1d7
192,17,#f9fefd
193,17,#fbfffe
194,17,#ffffff
195,17,#ffffff
196,17,#fdfdfd
197,17,#ffffff
198,17,#ffffff
199,17,#ffffff
200,17,#ffffff
201,17,#ffffff
202,17,#ffffff
203,17,#ffffff
204,17,#ffffff
205,17,#ffffff
206,17,#ffffff
207,17,#ffffff
208,17,#ffffff
209,17,#ffffff
210,17,#ffffff
211,17,#ffffff
212,17,#ffffff
213,17,#ffffff
214,17,#ffffff
215,17,#ffffff
216,17,#ffffff
217,17,#ffffff
218,17,#ffffff
219,17,#ffffff
220,17,#ffffff
221,17,#ffffff
222,17,#ffffff
223,17,#ffffff
224,17,#ffffff
225,17,#ffffff
226,17,#ffffff
227,17,#ffffff
228,17,#ffffff
229,17,#ffffff
230,17,#ffffff
231,17,#ffffff
232,17,#ffffff
233,17,#ffffff
234,17,#ffffff
235,17,#ffffff
236,17,#ffffff
237,17,#ffffff
238,17,#ffffff
239,17,#ffffff
240,17,#fefefe
241,17,#fefefe
242,17,#fefefe
243,17,#fefefe
244,17,#fdfdfd
245,17,#fcfcfc
246,17,#ffffff
247,17,#fefefe
248,17,#fefefe
249,17,#ffffff
250,17,#fefefe
251,17,#ffffff
252,17,#fefefe
253,17,#fefefe
254,17,#ffffff
255,17,#ffffff
256,17,#fefefe
257,17,#ffffff
258,17,#ffffff
259,17,#ffffff
260,17,#f2fcfa
261,17,#eaf0f0
262,17,#f3faf6
263,17,#f4faf8
264,17,#e1e7ec
265,17,#ccd9d7
266,17,#aec1c8
267,17,#273143
318,17,#f3f9f2
319,17,#dfe6ea
320,17,#c9d5d1
321,17,#e9eef0
322,17,#737870
323,17,#767168
324,17,#aba9a7
325,17,#363a33
326,17,#2b3f40
327,17,#f1f5f6
328,17,#959a97
329,17,#717b78
330,17,#f0eef2
331,17,#375255
332,17,#3c4e53
333,17,#314442
334,17,#8d979c
335,17,#aeb5be
336,17,#bfc4c7
337,17,#c6d2d7
338,17,#f5fcf9
339,17,#f9fdff
340,17,#f6f9fd
341,17,#dee2e8
457,17,#dfdfdc
458,17,#fefffe
459,17,#fcfcfc
460,17,#d8d9d6
461,17,#4e4637
462,17,#b2b7ad
463,17,#e4e9e9
464,17,#eeedea
465,17,#f3f9f7
466,17,#516676
470,17,#3f4155
125,18,#8d8f9a
126,18,#9896a1
127,18,#cacbc4
128,18,#aaaa95
129,18,#a39e8d
130,18,#86826a
131,18,#777871
132,18,#818094
136,18,#4f515d
143,18,#bec5ce
144,18,#999e8a
145,18,#817f72
146,18,#a2a38f
147,18,#e1e5d9
148,18,#f9fbf9
149,18,#d1dad9
150,18,#aaafaf
151,18,#898b76
152,18,#575c48
153,18,#7f8056
154,18,#565b50
155,18,#2c3031
156,18,#505149
157,18,#887c66
158,18,#827864
159,18,#54523d
160,18,#2a3d33
161,18,#334535
162,18,#525d38
163,18,#54563b
164,18,#807967
165,18,#fafaf9
166,18,#eeedf1
167,18,#f1f9f7
168,18,#c1cccc
169,18,#495357
170,18,#dce5dc
171,18,#c5d0cd
172,18,#84877f
173,18,#7c817e
174,18,#a3a5a1
175,18,#38443b
183,18,#63646c
184,18,#a5aa9f
185,18,#71694a
186,18,#6d6549
187,18,#6d6b4b
188,18,#908f83
189,18,#dce0e1
190,18,#f8fdfe
191,18,#fafeff
192,18,#fcffff
193,18,#feffff
194,18,#ffffff
195,18,#ffffff
196,18,#ffffff
197,18,#ffffff
198,18,#ffffff
199,18,#ffffff
200,18,#ffffff
201,18,#ffffff
202,18,#ffffff
203,18,#ffffff
204,18,#ffffff
205,18,#ffffff
206,18,#ffffff
207,18,#ffffff
208,18,#ffffff
209,18,#ffffff
210,18,#ffffff
211,18,#ffffff
212,18,#ffffff
213,18,#ffffff
214,18,#ffffff
215,18,#ffffff
216,18,#ffffff
217,18,#ffffff
218,18,#ffffff
219,18,#ffffff
220,18,#ffffff
221,18,#ffffff
222,18,#ffffff
223,18,#ffffff
224,18,#ffffff
225,18,#ffffff
226,18,#ffffff
227,18,#ffffff
228,18,#ffffff
229,18,#ffffff
230,18,#ffffff
231,18,#fefefe
232,18,#fefefe
233,18,#fefefe
234,18,#fefefe
235,18,#ffffff
236,18,#ffffff
237,18,#fefefe
238,18,#fefefe
239,18,#ffffff
240,18,#fefefe
241,18,#fefefe
242,18,#fefefe
243,18,#fefefe
244,18,#fefefe
245,18,#fefefe
246,18,#fdfdfd
247,18,#fdfdfd
248,18,#fefefe
249,18,#fefefe
250,18,#fdfdfd
251,18,#fefefe
252,18,#fdfdfd
253,18,#fdfdfd
254,18,#fefefe
255,18,#fdfdfd
256,18,#fcfcfc
257,18,#ffffff
258,18,#ffffff
259,18,#ffffff
260,18,#fbfaf8
261,18,#f1f1f3
262,18,#e7ede3
263,18,#d8dde3
264,18,#eef5f8
265,18,#898c8e
266,18,#777886
267,18,#f0f4f8
269,18,#cccedb
317,18,#646b66
318,18,#0e1c2c
319,18,#6f787b
320,18,#a2b0af
321,18,#ebedec
322,18,#d8e0dc
323,18,#9a958c
324,18,#95867e
325,18,#7b7056
326,18,#6d6451
327,18,#d6e6dd
328,18,#edf3ef
329,18,#ecf1ee
330,18,#eaecf0
331,18,#f4f8fb
332,18,#f4ffff
333,18,#f1ffff
334,18,#b6c8cc
335,18,#70848d
347,18,#545669
462,18,#464238
463,18,#6e7371
464,18,#ced6db
465,18,#b1bfc0
467,18,#2f444b
468,18,#ebf6f8
469,18,#f8faf8
470,18,#bdc2c1
471,18,#7a7d6a
472,18,#edebef
473,18,#e6e7eb
474,18,#929797
475,18,#78798d
111,19,#7f808d
112,19,#1a192d
113,19,#808087
114,19,#20202c
115,19,#74747b
116,19,#696a6e
125,19,#6c6e79
126,19,#828287
127,19,#1e1c2d
128,19,#929091
129,19,#56534f
130,19,#bebaa4
131,19,#aaa27f
132,19,#706748
133,19,#c6c1b7
136,19,#646473
137,19,#89855e
138,19,#615728
139,19,#52422c
140,19,#726648
141,19,#534c49
146,19,#807c72
147,19,#a29d7b
148,19,#777153
149,19,#343a34
150,19,#535d4a
151,19,#7c765c
152,19,#727479
154,19,#85836f
155,19,#5c5c47
156,19,#484b2f
157,19,#dce6e7
158,19,#9ca698
159,19,#c7c2b6
160,19,#a39985
161,19,#70654e
162,19,#66593c
163,19,#76715e
164,19,#fafdff
165,19,#fdfefe
166,19,#e5e9e8
167,19,#f8fff7
168,19,#ced5d2
169,19,#d4d9dd
170,19,#b5c0c3
171,19,#b2bbbf
172,19,#83858e
173,19,#bcc1ca
174,19,#6e707f
178,19,#3d4f41
179,19,#878275
180,19,#dfdbd2
181,19,#e9e4de
182,19,#e4dfda
183,19,#d2cebf
184,19,#b6b29e
185,19,#fffdfc
186,19,#fffdfe
187,19,#fefcff
188,19,#fdfdff
189,19,#fcffff
190,19,#fffffd
191,19,#ffffff
192,19,#ffffff
193,19,#ffffff
194,19,#ffffff
195,19,#ffffff
196,19,#ffffff
197,19,#ffffff
198,19,#ffffff
199,19,#ffffff
200,19,#ffffff
201,19,#ffffff
202,19,#ffffff
203,19,#ffffff
204,19,#ffffff
205,19,#ffffff
206,19,#ffffff
207,19,#ffffff
208,19,#ffffff
209,19,#ffffff
210,19,#ffffff
211,19,#ffffff
212,19,#ffffff
213,19,#ffffff
214,19,#fefefe
215,19,#ffffff
216,19,#ffffff
217,19,#ffffff
218,19,#ffffff
219,19,#ffffff
220,19,#ffffff
221,19,#ffffff
222,19,#ffffff
223,19,#ffffff
224,19,#ffffff
225,19,#ffffff
226,19,#ffffff
227,19,#ffffff
228,19,#ffffff
229,19,#ffffff
230,19,#fefefe
231,19,#fefefe
232,19,#fefefe
233,19,#fefefe
234,19,#fdfdfd
235,19,#fdfdfd
236,19,#fefefe
237,19,#fdfdfd
238,19,#fdfdfd
239,19,#fdfdfd
240,19,#fefefe
241,19,#fdfdfd
242,19,#fdfdfd
243,19,#fdfdfd
244,19,#fdfdfd
245,19,#fdfdfd
246,19,#fdfdfd
247,19,#fefefe
248,19,#fcfcfc
249,19,#fdfdfd
250,19,#fefefe
251,19,#fdfdfd
252,19,#fdfdfd
253,19,#fdfdfd
254,19,#fcfcfc
255,19,#fbfbfb
256,19,#fefefe
257,19,#f8f8f8
258,19,#fdfdfd
259,19,#fefefe
260,19,#ecf2f3
261,19,#e7e9ed
262,19,#f2f4ef
263,19,#e0e6e3
264,19,#21263a
265,19,#616b7f
267,19,#9ca8af
319,19,#2e2432
321,19,#1e251e
322,19,#a9ad9d
323,19,#192920
324,19,#09252c
325,19,#192525
326,19,#525f4c
327,19,#6d745a
328,19,#61614d
329,19,#919384
330,19,#e2e7dc
331,19,#94a69d
334,19,#596863
335,19,#686b57
336,19,#81877f
337,19,#1e1e26
466,19,#4d5358
467,19,#4f4f44
468,19,#dcded0
469,19,#a5ad95
470,19,#b3b9a4
471,19,#b2b59e
472,19,#999b92
473,19,#858989
474,19,#2d2f3d
109,20,#777689
110,20,#363843
111,20,#f8fbff
112,20,#99937d
113,20,#e1dccb
114,20,#cec3b0
115,20,#b8bab4
116,20,#adafba
123,20,#b8bbc7
124,20,#1b1c2d
129,20,#48495b
130,20,#4d4c49
131,20,#69687a
133,20,#141126
139,20,#504f53
140,20,#85835d
141,20,#696353
142,20,#bab498
143,20,#9b956e
144,20,#958c93
148,20,#272338
152,20,#140f27
153,20,#6d643b
154,20,#715e3b
155,20,#7f7b49
156,20,#736d59
157,20,#2c2934
158,20,#b9b596
159,20,#7e6f5b
160,20,#727251
161,20,#353834
162,20,#eef0db
163,20,#928f7c
164,20,#fbf7f7
165,20,#e0e1e1
166,20,#f0f5f5
167,20,#e5e9e2
168,20,#dfe5e4
169,20,#cfd3da
181,20,#3a4050
182,20,#4e544c
183,20,#5f6960
184,20,#9c9991
185,20,#81908c
186,20,#fcfbf9
187,20,#f5faf9
188,20,#a1afb7
189,20,#dbe8ed
190,20,#f8f8f8
191,20,#fefefe
192,20,#fdfdfd
193,20,#fdfdfd
194,20,#fdfdfd
195,20,#fefefe
196,20,#ffffff
197,20,#fefefe
198,20,#ffffff
199,20,#ffffff
200,20,#ffffff
201,20,#ffffff
202,20,#ffffff
203,20,#ffffff
204,20,#ffffff
205,20,#ffffff
206,20,#ffffff
207,20,#ffffff
208,20,#ffffff
209,20,#ffffff
210,20,#ffffff
211,20,#ffffff
212,20,#ffffff
213,20,#ffffff
214,20,#ffffff
215,20,#ffffff
216,20,#ffffff
217,20,#ffffff
218,20,#ffffff
219,20,#ffffff
220,20,#ffffff
221,20,#ffffff
222,20,#ffffff
223,20,#ffffff
224,20,#ffffff
225,20,#ffffff
226,20,#ffffff
227,20,#ffffff
228,20,#ffffff
229,20,#ffffff
230,20,#ffffff
231,20,#ffffff
232,20,#fefefe
233,20,#fefefe
234,20,#fefefe
235,20,#fefefe
236,20,#fefefe
237,20,#fefefe
238,20,#fefefe
239,20,#ffffff
240,20,#fefefe
241,20,#fefefe
242,20,#fefefe
243,20,#fefefe
244,20,#fefefe
245,20,#fefefe
246,20,#fefefe
247,20,#ffffff
248,20,#ffffff
249,20,#ffffff
250,20,#fefefe
251,20,#fefefe
252,20,#fdfdfd
253,20,#fdfdfd
254,20,#fefefe
255,20,#ffffff
256,20,#fcfcfc
257,20,#fcfcfa
258,20,#fafaf8
259,20,#f7f8fa
260,20,#eff0f1
261,20,#f5f5f5
262,20,#f1f4f0
263,20,#393f45
264,20,#97a183
265,20,#4b4647
266,20,#91939a
267,20,#c7d1cf
269,20,#545465
323,20,#141b13
324,20,#233932
325,20,#5a6754
326,20,#6e7668
327,20,#b3b7ad
328,20,#afb5b1
329,20,#d8e1dd
330,20,#969fa4
335,20,#454734
336,20,#ada598
337,20,#4e4b3a
